obs_no,Date_Time,Temp_C,RH_pc,Pressure_mbar,Rain_mm,PAR_µmol,DewPt_C
381,5/5/2021 15:00,12.799,76.8,1011.25,0,713.7,8.8
382,5/5/2021 15:30,12.195,81.2,1010.75,0,1033.7,9.1
383,5/5/2021 16:00,13.57,76.6,1010.35,0,1628.7,9.6
384,5/5/2021 16:30,12.413,81,1009.85,0,1366.2,9.3
385,5/5/2021 17:00,13.064,77.1,1009.35,0,813.7,9.2
386,5/5/2021 17:30,12.775,78.2,1008.85,0,563.7,9.1
387,5/5/2021 18:00,12.654,78.1,1008.25,0,531.2,9
388,5/5/2021 18:30,12.171,79.5,1007.95,0,393.7,8.7
389,5/5/2021 19:00,11.686,82.1,1007.45,0,341.2,8.7
390,5/5/2021 19:30,11.637,82.9,1007.45,0,183.7,8.8
391,5/5/2021 20:00,10.883,85.9,1007.35,0,78.7,8.6
392,5/5/2021 20:30,10.541,87.1,1007.15,0,11.2,8.5
393,5/5/2021 21:00,10.663,87,1007.15,0,1.2,8.6
394,5/5/2021 21:30,11.005,85.2,1007.15,0,1.2,8.6
395,5/5/2021 22:00,11.029,85.1,1007.25,0,1.2,8.6
396,5/5/2021 22:30,11.029,85.2,1007.45,0,1.2,8.7
397,5/5/2021 23:00,10.785,85.9,1007.15,0,1.2,8.5
398,5/5/2021 23:30,10.59,86.8,1007.25,0,1.2,8.5
399,5/6/2021 0:00,10.712,86.2,1007.25,0,1.2,8.5
400,5/6/2021 0:30,10.932,85.3,1007.55,0,1.2,8.6
401,5/6/2021 1:00,11.005,84.5,1007.95,0,1.2,8.5
402,5/6/2021 1:30,10.736,86.6,1007.85,0,1.2,8.6
403,5/6/2021 2:00,10.712,86.4,1007.75,0,1.2,8.5
404,5/6/2021 2:30,10.59,86.9,1007.85,0,1.2,8.5
405,5/6/2021 3:00,10.932,86.4,1007.65,0,1.2,8.8
406,5/6/2021 3:30,10.956,84.2,1007.45,0,1.2,8.4
407,5/6/2021 4:00,10.883,83.3,1007.55,0,1.2,8.2
408,5/6/2021 4:30,10.81,83.8,1007.35,0,1.2,8.2
409,5/6/2021 5:00,10.663,83.6,1007.35,0,1.2,8
410,5/6/2021 5:30,10.541,83.1,1007.05,0,1.2,7.8
411,5/6/2021 6:00,10.345,83,1007.25,0,11.2,7.6
412,5/6/2021 6:30,10.614,83,1007.35,0,41.2,7.9
413,5/6/2021 7:00,10.956,83.1,1007.35,0,101.2,8.2
414,5/6/2021 7:30,11.175,82.3,1007.85,0,151.2,8.3
415,5/6/2021 8:00,11.346,83.4,1008.05,0,221.2,8.6
416,5/6/2021 8:30,11.856,84.6,1008.05,0,373.7,9.4
417,5/6/2021 9:00,11.953,85.4,1008.25,0,271.2,9.6
418,5/6/2021 9:30,12.582,86.1,1008.25,0,428.7,10.3
419,5/6/2021 10:00,12.751,85,1008.05,0,666.2,10.3
420,5/6/2021 10:30,13.209,78.7,1007.75,0,421.2,9.6
421,5/6/2021 11:00,12.509,81.8,1008.45,0,238.7,9.5
422,5/6/2021 11:30,12.461,86.7,1008.05,0,541.2,10.3
423,5/6/2021 12:00,13.497,84.3,1008.45,0,686.2,10.9
424,5/6/2021 12:30,13.425,85.1,1008.55,0,383.7,11
425,5/6/2021 13:00,12.678,87.2,1008.45,0,431.2,10.6
426,5/6/2021 13:30,12.243,89.5,1009.25,0,241.2,10.6
427,5/6/2021 14:00,12.871,89.7,1009.75,0,718.7,11.2
428,5/6/2021 14:30,14.122,84.5,1010.45,0,1113.7,11.6
429,5/6/2021 15:00,13.112,84.5,1010.85,0,353.7,10.6
430,5/6/2021 15:30,10.443,89.8,1011.75,0,408.7,8.9
431,5/6/2021 16:00,10.1,90.1,1012.45,0,718.7,8.6
432,5/6/2021 16:30,12.364,82.7,1013.45,0,1471.2,9.5
433,5/6/2021 17:00,13.257,79.6,1014.25,0,1353.7,9.8
434,5/6/2021 17:30,13.161,77.2,1014.75,0,1008.7,9.3
435,5/6/2021 18:00,13.233,75.7,1015.05,0,833.7,9
436,5/6/2021 18:30,11.589,80.6,1015.35,0,293.7,8.4
437,5/6/2021 19:00,11.029,83.8,1015.55,0,611.2,8.4
438,5/6/2021 19:30,11.492,80.9,1015.85,0,203.7,8.3
439,5/6/2021 20:00,11.127,80.5,1015.95,0,126.2,7.9
440,5/6/2021 20:30,9.854,84.2,1016.15,0,16.2,7.3
441,5/6/2021 21:00,9.336,84.5,1016.35,0,1.2,6.9
442,5/6/2021 21:30,9.262,85.6,1016.35,0,1.2,7
443,5/6/2021 22:00,9.188,85.9,1016.45,0,1.2,7
444,5/6/2021 22:30,9.015,85.8,1016.55,0,1.2,6.8
445,5/6/2021 23:00,8.99,87.9,1016.75,0,1.2,7.1
446,5/6/2021 23:30,9.139,86.8,1016.75,0,1.2,7.1
447,5/7/2021 0:00,7.419,86.4,1016.95,0.8,1.2,5.3
448,5/7/2021 0:30,8.02,90,1016.85,0.2,1.2,6.5
449,5/7/2021 1:00,8.469,90.6,1016.85,0,1.2,7
450,5/7/2021 1:30,8.568,86.9,1016.85,0,1.2,6.5
451,5/7/2021 2:00,8.419,89.4,1016.95,0,1.2,6.8
452,5/7/2021 2:30,7.594,87.7,1017.35,0,1.2,5.7
453,5/7/2021 3:00,7.217,89.1,1017.55,0,1.2,5.5
454,5/7/2021 3:30,6.737,90.1,1017.75,0.8,1.2,5.2
455,5/7/2021 4:00,6.737,91.5,1017.65,0.6,1.2,5.5
456,5/7/2021 4:30,6.408,92,1017.85,0,1.2,5.2
457,5/7/2021 5:00,6.661,92.6,1017.95,0,1.2,5.6
458,5/7/2021 5:30,7.041,92.4,1018.25,0,1.2,5.9
459,5/7/2021 6:00,7.217,90.4,1018.35,0,11.2,5.8
460,5/7/2021 6:30,7.192,91.6,1018.55,0,31.2,5.9
461,5/7/2021 7:00,6.965,90.2,1018.75,0,73.7,5.5
462,5/7/2021 7:30,7.469,89.1,1018.95,0,126.2,5.8
463,5/7/2021 8:00,8.02,90.7,1019.45,0,261.2,6.6
464,5/7/2021 8:30,8.22,89.5,1019.45,0,396.2,6.6
465,5/7/2021 9:00,8.469,88.8,1019.55,0,416.2,6.7
466,5/7/2021 9:30,8.668,87.9,1020.05,0,493.7,6.8
467,5/7/2021 10:00,9.238,85.8,1020.45,0,1283.7,7
468,5/7/2021 10:30,9.805,83.6,1020.65,0,1436.2,7.2
469,5/7/2021 11:00,10.026,82.9,1020.95,0,1488.7,7.3
470,5/7/2021 11:30,10.296,80.6,1021.55,0,1236.2,7.1
471,5/7/2021 12:00,11.053,78.2,1022.05,0,1718.7,7.4
472,5/7/2021 12:30,10.785,76.9,1022.45,0,1768.7,6.9
473,5/7/2021 13:00,11.321,77.1,1022.75,0,1726.2,7.5
474,5/7/2021 13:30,12.05,75.7,1022.95,0,1723.7,7.9
475,5/7/2021 14:00,12.195,75.9,1023.15,0,1701.2,8.1
476,5/7/2021 14:30,12.389,72.6,1023.35,0,1653.7,7.6
477,5/7/2021 15:00,12.799,72.8,1023.55,0,1591.2,8.1
478,5/7/2021 15:30,12.92,71.5,1023.75,0,1513.7,7.9
479,5/7/2021 16:00,13.69,69.2,1023.85,0,1403.7,8.2
480,5/7/2021 16:30,14.433,70.8,1023.95,0,1391.2,9.2
481,5/7/2021 17:00,13.642,71.3,1024.05,0,1173.7,8.6
482,5/7/2021 17:30,13.377,70.1,1024.25,0,1016.2,8.1
483,5/7/2021 18:00,12.775,74.2,1024.25,0,893.7,8.3
484,5/7/2021 18:30,13.088,72.3,1024.45,0,456.2,8.2
485,5/7/2021 19:00,11.613,75,1024.45,0,516.2,7.3
486,5/7/2021 19:30,11.613,76.3,1024.75,0,258.7,7.6
487,5/7/2021 20:00,10.051,80,1024.95,0,68.7,6.8
488,5/7/2021 20:30,9.41,81.3,1024.85,0,11.2,6.4
489,5/7/2021 21:00,8.817,83.8,1024.95,0,1.2,6.2
490,5/7/2021 21:30,8.817,83.7,1025.35,0,1.2,6.2
491,5/7/2021 22:00,8.916,81.4,1025.25,0,1.2,5.9
492,5/7/2021 22:30,8.767,82.2,1025.25,0,1.2,5.9
493,5/7/2021 23:00,8.643,82.5,1025.45,0,1.2,5.8
494,5/7/2021 23:30,8.618,83.3,1025.25,0,1.2,6
495,5/8/2021 0:00,8.618,83.7,1025.25,0,1.2,6
496,5/8/2021 0:30,8.469,83.6,1025.15,0,1.2,5.9
497,5/8/2021 1:00,7.594,87.2,1025.55,0,1.2,5.6
498,5/8/2021 1:30,7.217,85.7,1025.15,0.2,1.2,5
499,5/8/2021 2:00,7.192,88,1024.95,0,1.2,5.3
500,5/8/2021 2:30,7.469,88.1,1025.15,0,1.2,5.6
501,5/8/2021 3:00,7.569,88.1,1024.95,0,1.2,5.7
502,5/8/2021 3:30,8.12,85.5,1024.95,0,1.2,5.8
503,5/8/2021 4:00,8.319,84.8,1024.95,0,1.2,5.9
504,5/8/2021 4:30,8.394,82.9,1024.95,0,1.2,5.7
505,5/8/2021 5:00,8.319,81.8,1024.95,0,1.2,5.4
506,5/8/2021 5:30,8.519,83.6,1024.95,0,1.2,5.9
507,5/8/2021 6:00,8.394,83.9,1024.95,0,18.7,5.8
508,5/8/2021 6:30,8.618,82.4,1025.05,0,71.2,5.8
509,5/8/2021 7:00,8.369,85,1025.25,0,71.2,6
510,5/8/2021 7:30,8.543,85.2,1025.35,0,181.2,6.2
511,5/8/2021 8:00,8.817,84.7,1025.45,0,381.2,6.4
512,5/8/2021 8:30,8.668,85.1,1025.55,0,248.7,6.3
513,5/8/2021 9:00,9.41,86.7,1025.55,0,366.2,7.3
514,5/8/2021 9:30,9.78,85.7,1025.65,0,358.7,7.5
515,5/8/2021 10:00,10.124,86.8,1025.45,0,438.7,8
516,5/8/2021 10:30,10.858,86.6,1025.85,0,528.7,8.7
517,5/8/2021 11:00,10.247,86.7,1026.05,0,391.2,8.1
518,5/8/2021 11:30,9.435,88.5,1026.25,0.2,263.7,7.6
519,5/8/2021 12:00,9.435,89.6,1026.05,0.2,278.7,7.8
520,5/8/2021 12:30,9.361,90.1,1025.95,0.2,336.2,7.8
521,5/8/2021 13:00,9.509,90.5,1025.95,0,663.7,8
522,5/8/2021 13:30,9.854,90.4,1025.95,0,543.7,8.4
523,5/8/2021 14:00,9.509,90.3,1026.05,0,481.2,8
524,5/8/2021 14:30,10.075,90,1025.95,0,526.2,8.5
525,5/8/2021 15:00,9.903,90.6,1025.95,0.2,358.7,8.4
526,5/8/2021 15:30,9.262,91.3,1025.85,0,266.2,7.9
527,5/8/2021 16:00,9.015,91.8,1025.75,0.2,273.7,7.8
528,5/8/2021 16:30,8.717,92.7,1025.55,0.2,268.7,7.6
529,5/8/2021 17:00,8.767,93.1,1025.55,0.2,286.2,7.7
530,5/8/2021 17:30,8.965,92.8,1025.55,0.4,91.2,7.9
531,5/8/2021 18:00,8.344,93.2,1025.45,0.6,91.2,7.3
532,5/8/2021 18:30,8.369,94,1025.25,0.4,126.2,7.5
533,5/8/2021 19:00,8.519,94.2,1025.05,0.4,96.2,7.6
534,5/8/2021 19:30,8.394,94.5,1024.95,0,36.2,7.6
535,5/8/2021 20:00,8.394,94.7,1024.85,0,8.7,7.6
536,5/8/2021 20:30,8.27,95,1024.85,0,1.2,7.5
537,5/8/2021 21:00,8.27,95.1,1024.55,0,1.2,7.5
538,5/8/2021 21:30,8.27,95.2,1024.65,0,1.2,7.6
539,5/8/2021 22:00,8.319,95.3,1024.45,0,1.2,7.6
540,5/8/2021 22:30,8.394,95.3,1024.35,0,1.2,7.7
541,5/8/2021 23:00,8.419,95.4,1024.65,0,1.2,7.7
542,5/8/2021 23:30,8.419,95.4,1024.45,0.2,1.2,7.7
543,5/9/2021 0:00,8.419,95.5,1024.45,0,1.2,7.7
544,5/9/2021 0:30,8.394,95.4,1024.25,0,1.2,7.7
545,5/9/2021 1:00,8.344,95.4,1024.15,0,1.2,7.7
546,5/9/2021 1:30,8.394,95.4,1023.95,0,1.2,7.7
547,5/9/2021 2:00,8.319,95.4,1023.95,0,1.2,7.6
548,5/9/2021 2:30,8.369,95.5,1023.85,0,1.2,7.7
549,5/9/2021 3:00,8.444,95.5,1023.65,0,1.2,7.8
550,5/9/2021 3:30,8.245,95.7,1023.25,0,1.2,7.6
551,5/9/2021 4:00,8.319,95.9,1023.25,0,1.2,7.7
552,5/9/2021 4:30,8.245,96,1023.15,0,1.2,7.7
553,5/9/2021 5:00,8.22,96,1023.15,0,1.2,7.6
554,5/9/2021 5:30,7.87,95.9,1023.15,0,1.2,7.3
555,5/9/2021 6:00,7.695,96.2,1023.05,0,16.2,7.1
556,5/9/2021 6:30,7.87,96.3,1023.15,0,76.2,7.3
557,5/9/2021 7:00,8.27,96.4,1023.05,0,216.2,7.7
558,5/9/2021 7:30,9.139,96.4,1023.15,0,423.7,8.6
559,5/9/2021 8:00,9.731,96.3,1023.25,0,598.7,9.2
560,5/9/2021 8:30,9.756,95.6,1023.05,0,788.7,9.1
561,5/9/2021 9:00,10.492,95,1022.95,0,968.7,9.7
562,5/9/2021 9:30,10.687,93.9,1022.65,0,1121.2,9.8
563,5/9/2021 10:00,11.127,93.1,1022.45,0,1261.2,10.1
564,5/9/2021 10:30,11.053,90.9,1022.35,0,1393.7,9.6
565,5/9/2021 11:00,11.662,89.9,1022.35,0,1513.7,10.1
566,5/9/2021 11:30,12.727,89.9,1022.45,0,1593.7,11.1
567,5/9/2021 12:00,12.678,87.9,1022.45,0,1666.2,10.7
568,5/9/2021 12:30,12.92,85.8,1022.65,0,1713.7,10.6
569,5/9/2021 13:00,12.727,85.2,1022.75,0,1743.7,10.3
570,5/9/2021 13:30,13.161,82.9,1022.85,0,1748.7,10.3
571,5/9/2021 14:00,13.401,83.2,1022.85,0,1631.2,10.6
572,5/9/2021 14:30,14.457,81.2,1023.05,0,1678.7,11.3
573,5/9/2021 15:00,14.385,79.7,1023.25,0,1611.2,10.9
574,5/9/2021 15:30,15.031,79.6,1023.45,0,1576.2,11.5
575,5/9/2021 16:00,15.39,79.4,1023.35,0,1386.2,11.9
576,5/9/2021 16:30,14.84,78.9,1023.45,0,1288.7,11.2
577,5/9/2021 17:00,15.247,78.3,1023.15,0,1151.2,11.5
578,5/9/2021 17:30,14.697,78.8,1023.05,0,1001.2,11.1
579,5/9/2021 18:00,14.314,80,1023.15,0,836.2,10.9
580,5/9/2021 18:30,13.906,81.3,1023.35,0,368.7,10.8
581,5/9/2021 19:00,12.968,83.5,1023.35,0,433.7,10.3
582,5/9/2021 19:30,12.582,86.1,1023.45,0,313.7,10.3
583,5/9/2021 20:00,12.098,86.1,1023.35,0,143.7,9.9
584,5/9/2021 20:30,10.638,89.6,1023.15,0,28.7,9
585,5/9/2021 21:00,10.394,90.9,1023.05,0,1.2,9
586,5/9/2021 21:30,10.271,91,1023.25,0,1.2,8.9
587,5/9/2021 22:00,10.173,91,1023.25,0,1.2,8.8
588,5/9/2021 22:30,9.903,91.3,1022.95,0,1.2,8.6
589,5/9/2021 23:00,9.854,91.8,1023.25,0,1.2,8.6
590,5/9/2021 23:30,9.854,92,1023.15,0,1.2,8.6
591,5/10/2021 0:00,9.879,91.7,1023.15,0,1.2,8.6
592,5/10/2021 0:30,9.805,91.6,1023.35,0,1.2,8.5
593,5/10/2021 1:00,9.854,92.7,1023.45,0,1.2,8.7
594,5/10/2021 1:30,9.903,93.4,1023.45,0,1.2,8.9
595,5/10/2021 2:00,9.805,93.8,1023.45,0,1.2,8.9
596,5/10/2021 2:30,9.731,94.1,1023.05,0,1.2,8.8
597,5/10/2021 3:00,9.632,93.9,1022.55,0,1.2,8.7
598,5/10/2021 3:30,9.657,93.8,1022.35,0,1.2,8.7
599,5/10/2021 4:00,9.509,93.7,1022.05,0,1.2,8.6
600,5/10/2021 4:30,9.312,93.7,1022.35,0,1.2,8.4
601,5/10/2021 5:00,9.312,93.8,1022.55,0,1.2,8.4
602,5/10/2021 5:30,9.262,93.7,1022.75,0,1.2,8.3
603,5/10/2021 6:00,9.262,93.5,1022.85,0,11.2,8.3
604,5/10/2021 6:30,9.361,93.2,1022.65,0,68.7,8.3
605,5/10/2021 7:00,9.657,92.9,1022.85,0,98.7,8.6
606,5/10/2021 7:30,10.026,92.6,1022.85,0,151.2,8.9
607,5/10/2021 8:00,10.345,92.2,1022.95,0,186.2,9.1
608,5/10/2021 8:30,10.443,91.3,1022.95,0,243.7,9.1
609,5/10/2021 9:00,10.222,91.2,1023.35,0,321.2,8.9
610,5/10/2021 9:30,10.59,90.1,1023.25,0,501.2,9
611,5/10/2021 10:00,12.389,87.8,1023.25,0,841.2,10.4
612,5/10/2021 10:30,13.738,85.5,1023.15,0,1126.2,11.4
613,5/10/2021 11:00,14.457,80.1,1023.45,0,1058.7,11.1
614,5/10/2021 11:30,13.257,81.2,1023.25,0,1736.2,10.1
615,5/10/2021 12:00,13.642,81.9,1023.35,0,1956.2,10.6
616,5/10/2021 12:30,13.257,83.7,1023.45,0,1928.7,10.6
617,5/10/2021 13:00,12.92,84.4,1023.45,0,1363.7,10.4
618,5/10/2021 13:30,13.064,83.2,1023.55,0,1178.7,10.3
619,5/10/2021 14:00,12.219,85,1023.95,0,723.7,9.8
620,5/10/2021 14:30,12.001,85.6,1024.05,0,581.2,9.7
621,5/10/2021 15:00,12.219,85,1024.05,0,633.7,9.8
622,5/10/2021 15:30,12.025,84.4,1023.95,0,866.2,9.5
623,5/10/2021 16:00,11.88,84.2,1023.85,0,581.2,9.3
624,5/10/2021 16:30,12.944,82.6,1023.65,0,768.7,10.1
625,5/10/2021 17:00,14.002,79.9,1023.65,0,741.2,10.6
626,5/10/2021 17:30,12.775,81.7,1023.75,0,636.2,9.7
627,5/10/2021 18:00,11.856,84.1,1023.55,0,411.2,9.3
628,5/10/2021 18:30,11.419,85.3,1023.45,0,291.2,9.1
629,5/10/2021 19:00,11.807,84.7,1023.25,0,556.2,9.3
630,5/10/2021 19:30,12.437,83.9,1023.25,0,366.2,9.8
631,5/10/2021 20:00,11.856,84.6,1023.45,0,181.2,9.4
632,5/10/2021 20:30,10.394,87.5,1023.25,0,36.2,8.4
633,5/10/2021 21:00,9.903,89.5,1023.45,0,1.2,8.3
634,5/10/2021 21:30,9.756,90.3,1023.45,0,1.2,8.3
635,5/10/2021 22:00,9.558,90.6,1023.45,0,1.2,8.1
636,5/10/2021 22:30,9.312,91.1,1023.15,0,1.2,7.9
637,5/10/2021 23:00,9.41,91.7,1022.95,0,1.2,8.1
638,5/10/2021 23:30,9.706,92,1022.95,0,1.2,8.5
639,5/11/2021 0:00,9.682,92.3,1023.05,0,1.2,8.5
640,5/11/2021 0:30,9.608,92.2,1022.75,0,1.2,8.4
641,5/11/2021 1:00,9.435,92.8,1022.45,0,1.2,8.3
642,5/11/2021 1:30,9.534,93.5,1022.45,0,1.2,8.5
643,5/11/2021 2:00,9.706,93.5,1022.05,0,1.2,8.7
644,5/11/2021 2:30,9.706,93.7,1021.95,0,1.2,8.8
645,5/11/2021 3:00,9.731,93.8,1021.45,0,1.2,8.8
646,5/11/2021 3:30,9.756,93.6,1021.45,0,1.2,8.8
647,5/11/2021 4:00,9.657,93.2,1021.15,0,1.2,8.6
648,5/11/2021 4:30,9.756,93,1021.35,0,1.2,8.7
649,5/11/2021 5:00,9.41,93.1,1021.15,0,1.2,8.4
650,5/11/2021 5:30,8.965,93.3,1021.05,0,1.2,8
651,5/11/2021 6:00,8.941,93.5,1021.15,0,36.2,8
652,5/11/2021 6:30,9.41,93.5,1021.25,0,48.7,8.4
653,5/11/2021 7:00,9.485,93.5,1021.65,0,63.7,8.5
654,5/11/2021 7:30,9.731,93.7,1021.45,0,108.7,8.8
655,5/11/2021 8:00,9.756,93.6,1021.65,0,236.2,8.8
656,5/11/2021 8:30,10.785,92.9,1021.75,0,416.2,9.7
657,5/11/2021 9:00,10.492,92.1,1021.65,0,318.7,9.3
658,5/11/2021 9:30,10.345,92.4,1021.75,0,498.7,9.2
659,5/11/2021 10:00,11.2,91.4,1021.65,0,698.7,9.9
660,5/11/2021 10:30,11.759,91.9,1021.45,0,891.2,10.5
661,5/11/2021 11:00,11.297,90.7,1021.45,0,943.7,9.8
662,5/11/2021 11:30,11.662,90.6,1021.45,0,981.2,10.2
663,5/11/2021 12:00,11.321,89.5,1021.45,0,1138.7,9.7
664,5/11/2021 12:30,11.686,88.6,1021.35,0,1083.7,9.9
665,5/11/2021 13:00,11.589,88.5,1021.45,0,1338.7,9.8
666,5/11/2021 13:30,12.437,87.2,1021.25,0,1398.7,10.4
667,5/11/2021 14:00,12.775,86.3,1021.35,0,1173.7,10.6
668,5/11/2021 14:30,12.413,85.4,1021.45,0,1303.7,10
669,5/11/2021 15:00,12.316,87.4,1021.45,0,1016.2,10.3
670,5/11/2021 15:30,11.88,88.1,1021.45,0,776.2,10
671,5/11/2021 16:00,11.953,89,1021.45,0,873.7,10.2
672,5/11/2021 16:30,13.834,85.7,1021.25,0,936.2,11.5
673,5/11/2021 17:00,13.834,85.7,1021.05,0,891.2,11.5
674,5/11/2021 17:30,13.978,85.2,1021.15,0,613.7,11.5
675,5/11/2021 18:00,13.377,86.9,1021.15,0,363.7,11.3
676,5/11/2021 18:30,12.485,89.1,1020.95,0,233.7,10.8
677,5/11/2021 19:00,11.904,91,1020.65,0,28.7,10.5
678,5/11/2021 19:30,11.419,92.7,1020.45,0,63.7,10.3
679,5/11/2021 20:00,11.224,93.6,1020.35,0,26.2,10.2
680,5/11/2021 20:30,11.175,94.1,1020.05,0,8.7,10.3
681,5/11/2021 21:00,11.273,93,1019.95,0,1.2,10.2
682,5/11/2021 21:30,11.127,93.4,1020.05,0,1.2,10.1
683,5/11/2021 22:00,11.029,93.9,1019.95,0,1.2,10.1
684,5/11/2021 22:30,11.029,94.1,1019.85,0,1.2,10.1
685,5/11/2021 23:00,10.883,94,1019.35,0,1.2,10
686,5/11/2021 23:30,10.541,95.1,1019.35,0,1.2,9.8
687,5/12/2021 0:00,10.443,95.4,1019.15,0,1.2,9.8
688,5/12/2021 0:30,10.418,95.3,1019.05,0,1.2,9.7
689,5/12/2021 1:00,10.345,95.5,1018.85,0,1.2,9.7
690,5/12/2021 1:30,10.296,95.2,1018.85,0,1.2,9.6
691,5/12/2021 2:00,10.271,95.2,1018.65,0,1.2,9.5
692,5/12/2021 2:30,10.345,95.4,1018.45,0,1.2,9.7
693,5/12/2021 3:00,10.467,95.4,1018.55,0,1.2,9.8
694,5/12/2021 3:30,10.418,95.7,1018.55,0,1.2,9.8
695,5/12/2021 4:00,10.492,95.7,1018.45,0,1.2,9.8
696,5/12/2021 4:30,10.492,95.8,1018.45,0,1.2,9.9
697,5/12/2021 5:00,10.516,95.9,1018.35,0,1.2,9.9
698,5/12/2021 5:30,10.492,95.9,1018.35,0,1.2,9.9
699,5/12/2021 6:00,10.492,96,1018.45,0,8.7,9.9
700,5/12/2021 6:30,10.394,96.4,1018.45,0,28.7,9.9
701,5/12/2021 7:00,10.516,96.5,1018.55,0,36.2,10
702,5/12/2021 7:30,10.565,96.4,1018.55,0,83.7,10
703,5/12/2021 8:00,10.638,96.4,1018.75,0,126.2,10.1
704,5/12/2021 8:30,11.053,96.1,1018.55,0,206.2,10.5
705,5/12/2021 9:00,11.516,96.4,1018.55,0,386.2,11
706,5/12/2021 9:30,11.589,95.9,1018.75,0,866.2,11
707,5/12/2021 10:00,11.977,95,1018.55,0,1156.2,11.2
708,5/12/2021 10:30,12.509,93.8,1018.45,0,1021.2,11.6
709,5/12/2021 11:00,11.759,93.5,1018.75,0,681.2,10.8
710,5/12/2021 11:30,11.394,94.2,1018.95,0,743.7,10.5
711,5/12/2021 12:00,12.606,93.8,1019.45,0,878.7,11.6
712,5/12/2021 12:30,12.122,93,1019.65,0,746.2,11
713,5/12/2021 13:00,12.001,92.2,1019.95,0,808.7,10.8
714,5/12/2021 13:30,12.823,91.9,1020.05,0,736.2,11.6
715,5/12/2021 14:00,13.064,90.9,1020.25,0,716.2,11.6
716,5/12/2021 14:30,13.257,89.9,1020.05,0,948.7,11.7
717,5/12/2021 15:00,13.016,90.1,1020.55,0,128.7,11.4
718,5/12/2021 15:30,12.896,90.2,1020.45,0,631.2,11.3
719,5/12/2021 16:00,12.606,89.7,1020.35,0,643.7,11
720,5/12/2021 16:30,12.437,90.2,1020.45,0,398.7,10.9
721,5/12/2021 17:00,12.05,90.6,1020.35,0,376.2,10.6
722,5/12/2021 17:30,11.613,91.2,1020.55,0,276.2,10.2
723,5/12/2021 18:00,10.858,92.7,1020.25,0,201.2,9.7
724,5/12/2021 18:30,10.638,93.5,1020.45,0,143.7,9.6
725,5/12/2021 19:00,10.443,94.6,1020.45,0,96.2,9.6
726,5/12/2021 19:30,10.149,94.9,1020.35,0,61.2,9.4
727,5/12/2021 20:00,10.124,95.4,1020.25,0,31.2,9.4
728,5/12/2021 20:30,9.977,95.6,1020.35,0,8.7,9.3
729,5/12/2021 21:00,9.756,95.8,1020.45,0,1.2,9.1
730,5/12/2021 21:30,9.558,96.1,1020.75,0,1.2,9
731,5/12/2021 22:00,9.583,96.2,1020.85,0,1.2,9
732,5/12/2021 22:30,9.312,96.4,1020.55,0,1.2,8.8
733,5/12/2021 23:00,9.361,96.5,1020.55,0,1.2,8.8
734,5/12/2021 23:30,9.46,96.8,1020.45,0,1.2,9
735,5/13/2021 0:00,9.238,96.7,1020.35,0,1.2,8.8
736,5/13/2021 0:30,9.312,96.9,1020.35,0,1.2,8.9
737,5/13/2021 1:00,9.213,97,1020.15,0,1.2,8.8
738,5/13/2021 1:30,9.287,96.9,1020.05,0,1.2,8.8
739,5/13/2021 2:00,9.213,97,1020.05,0,1.2,8.8
740,5/13/2021 2:30,9.015,97,1020.25,0,1.2,8.6
741,5/13/2021 3:00,8.866,97.2,1020.15,0,1.2,8.5
742,5/13/2021 3:30,8.742,97.1,1019.95,0,1.2,8.3
743,5/13/2021 4:00,8.469,97.1,1020.15,0,1.2,8
744,5/13/2021 4:30,8.519,97.4,1020.25,0,1.2,8.1
745,5/13/2021 5:00,8.568,97.4,1020.15,0,1.2,8.2
746,5/13/2021 5:30,8.693,97.5,1020.25,0,1.2,8.3
747,5/13/2021 6:00,8.618,97.4,1020.25,0,16.2,8.2
748,5/13/2021 6:30,8.717,97.4,1020.45,0,61.2,8.3
749,5/13/2021 7:00,9.04,97.4,1020.75,0,98.7,8.7
750,5/13/2021 7:30,9.46,97.3,1020.75,0,166.2,9.1
751,5/13/2021 8:00,9.805,97.3,1020.95,0.2,291.2,9.4
752,5/13/2021 8:30,10.198,96.7,1021.05,0,311.2,9.7
753,5/13/2021 9:00,10.222,97,1020.95,0,693.7,9.8
754,5/13/2021 9:30,10.124,96.3,1021.05,0,818.7,9.6
755,5/13/2021 10:00,10.565,95.2,1020.95,0,973.7,9.8
756,5/13/2021 10:30,10.736,95,1020.85,0,1486.2,10
757,5/13/2021 11:00,11.127,93.6,1021.05,0,1301.2,10.1
758,5/13/2021 11:30,10.932,93.6,1021.15,0,1123.7,10
759,5/13/2021 12:00,11.053,92.5,1021.05,0,1441.2,9.9
760,5/13/2021 12:30,11.175,91.8,1021.25,0,1458.7,9.9
761,5/13/2021 13:00,11.54,92,1021.15,0,1363.7,10.3
762,5/13/2021 13:30,10.932,91.4,1021.15,0,1588.7,9.6
763,5/13/2021 14:00,10.956,91.7,1021.05,0,1763.7,9.7
764,5/13/2021 14:30,11.807,90,1020.85,0,1273.7,10.2
765,5/13/2021 15:00,11.807,90.4,1020.95,0,1146.2,10.3
766,5/13/2021 15:30,12.413,88.1,1020.95,0,1168.7,10.5
767,5/13/2021 16:00,12.001,89,1020.85,0,1008.7,10.3
768,5/13/2021 16:30,12.147,90.1,1020.85,0,708.7,10.6
